2.267303317785263062e-01,8.961684256792068481e-02
2.217770069837570190e-01,9.942286461591720581e-02
2.214119285345077515e-01,9.931571036577224731e-02
2.217507660388946533e-01,9.942288696765899658e-02
2.211825549602508545e-01,9.927671402692794800e-02
2.177749723196029663e-01,9.808161854743957520e-02
2.134423702955245972e-01,9.690364450216293335e-02
2.062317878007888794e-01,9.554497897624969482e-02
1.998282372951507568e-01,9.877029061317443848e-02
1.953463107347488403e-01,7.887558639049530029e-02
1.835443675518035889e-01,1.042051687836647034e-01
1.888378858566284180e-01,7.019187510013580322e-02
1.821117252111434937e-01,6.685908883810043335e-02
1.592324227094650269e-01,6.320835649967193604e-02
1.425438821315765381e-01,8.964093029499053955e-02
1.342758983373641968e-01,5.999235063791275024e-02
1.163269132375717163e-01,6.106789410114288330e-02
1.144491657614707947e-01,4.922750592231750488e-02
9.112622588872909546e-02,1.580242882482707500e-03
1.166292801499366760e-01,2.328937314450740814e-02
7.513470947742462158e-02,7.842046767473220825e-02
-5.190449301153421402e-03,4.129223991185426712e-03
9.405422955751419067e-02,-4.429006949067115784e-02
3.234115242958068848e-02,6.328438967466354370e-02
-3.187838941812515259e-02,-2.232962287962436676e-03
8.292319625616073608e-02,-7.264741230756044388e-03
3.744425997138023376e-02,2.127591706812381744e-02
4.071607720106840134e-03,-8.710867911577224731e-02
-1.347866374999284744e-02,-4.223971813917160034e-02
1.733540743589401245e-02,-5.250898748636245728e-02
1.133921183645725250e-02,-5.977316200733184814e-02
3.863536939024925232e-02,-8.602948486804962158e-02
4.408731311559677124e-02,-5.172549560666084290e-02
1.816292107105255127e-02,-7.326084375381469727e-02
1.207944899797439575e-01,-6.776466965675354004e-02
1.221809443086385727e-02,-3.858205303549766541e-02
2.096491120755672455e-02,-8.791002631187438965e-02
4.980493709444999695e-02,-7.417703419923782349e-02
5.911599472165107727e-02,-9.719181060791015625e-02
7.370138913393020630e-02,-1.111286506056785583e-01
2.815577387809753418e-02,-1.112407073378562927e-01
6.211223825812339783e-02,-1.101308837532997131e-01
1.890092156827449799e-02,-1.271112114191055298e-01
2.777060680091381073e-02,-1.044100821018218994e-01
3.381058573722839355e-02,-1.259427070617675781e-01
5.634961277246475220e-02,-1.291599571704864502e-01
4.239131882786750793e-02,-1.357587873935699463e-01
3.024745918810367584e-02,-1.434376239776611328e-01
5.687203630805015564e-02,-1.435298919677734375e-01
